external_id,title,description,instructor,price,duration_hours,language,difficulty_level,num_students,published_at,platform,category
C01991,Business & Marketing: Strategy (2025-04),"Curso de Business & Marketing enfocado en business, marketing, strategy. Nivel intermedio.",J. Smith,49.99,8,en,avanzado,2689,2025-04-15,Udemy,Business & Marketing
C01992,Design & UX: Ui (2025-04),"Curso de Design & UX enfocado en ux, design, prototyping. Nivel avanzado.",R. Kumar,29.99,30,en,avanzado,13975,2025-04-18,edX,Design & UX
C01993,Design & UX: Prototyping (2025-04),"Curso de Design & UX enfocado en figma, ui, ux. Nivel intermedio.",C. Rossi,19.99,8,pt,intermedio,5463,2025-04-25,FutureLearn,Design & UX
C01994,Design & UX: Ux (2025-04),"Curso de Design & UX enfocado en ui, prototyping, design. Nivel intermedio.",J. Smith,19.99,20,en,avanzado,9937,2025-04-19,Udemy,Design & UX
C01995,Design & UX: Ux (2025-04),"Curso de Design & UX enfocado en ui, prototyping, figma. Nivel intermedio.",R. Kumar,49.99,8,en,avanzado,14482,2025-04-09,edX,Design & UX
C01996,Design & UX: Design (2025-04),"Curso de Design & UX enfocado en prototyping, ux, design. Nivel principiante.",A. Pérez,19.99,30,en,intermedio,8250,2025-04-14,MITx,Design & UX
C01997,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en prompt, llm, ai. Nivel principiante.",M. García,89.99,4,en,principiante,14700,2025-04-25,MITx,Artificial Intelligence
C01998,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en ai, generative, prompt. Nivel intermedio.",A. Pérez,29.99,20,pt,intermedio,4987,2025-04-28,FutureLearn,Artificial Intelligence
C01999,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en llm, chatgpt, generative. Nivel intermedio.",N. Müller,19.99,30,pt,principiante,14126,2025-04-25,FutureLearn,Artificial Intelligence
C02000,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en ai, prompt, generative. Nivel intermedio.",C. Rossi,0,12,en,intermedio,1100,2025-04-05,edX,Artificial Intelligence
C02001,Artificial Intelligence: Prompt (2025-04),"Curso de Artificial Intelligence enfocado en ai, prompt, chatgpt. Nivel avanzado.",S. Johnson,0,4,pt,principiante,12809,2025-04-04,FutureLearn,Artificial Intelligence
C02002,Artificial Intelligence: Chatgpt (2025-04),"Curso de Artificial Intelligence enfocado en llm, chatgpt, generative. Nivel avanzado.",C. Rossi,89.99,8,en,intermedio,9591,2025-04-11,edX,Artificial Intelligence
C02003,Artificial Intelligence: Prompt (2025-04),"Curso de Artificial Intelligence enfocado en chatgpt, ai, llm. Nivel avanzado.",L. Chen,0,4,en,intermedio,11614,2025-04-12,MITx,Artificial Intelligence
C02004,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en llm, prompt, generative. Nivel intermedio.",L. Chen,19.99,4,pt,principiante,3700,2025-04-18,FutureLearn,Artificial Intelligence
C02005,Artificial Intelligence: Ai (2025-04),"Curso de Artificial Intelligence enfocado en generative, llm, ai. Nivel principiante.",C. Rossi,19.99,8,pt,avanzado,12188,2025-04-05,FutureLearn,Artificial Intelligence
C02006,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en llm, chatgpt, generative. Nivel principiante.",R. Kumar,0,20,es,principiante,10798,2025-04-04,Coursera,Artificial Intelligence
C02007,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en chatgpt, prompt, llm. Nivel avanzado.",C. Rossi,19.99,30,es,principiante,585,2025-04-18,Coursera,Artificial Intelligence
C02008,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en prompt, llm, generative. Nivel avanzado.",A. Pérez,89.99,8,en,avanzado,1519,2025-04-21,Udemy,Artificial Intelligence
C02009,Artificial Intelligence: Llm (2025-04),"Curso de Artificial Intelligence enfocado en ai, chatgpt, generative. Nivel principiante.",A. Pérez,29.99,12,en,principiante,13836,2025-04-11,MITx,Artificial Intelligence
C02010,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en prompt, llm, ai. Nivel principiante.",M. García,0,30,es,avanzado,4642,2025-04-14,Coursera,Artificial Intelligence
C02011,Artificial Intelligence: Generative (2025-04),"Curso de Artificial Intelligence enfocado en chatgpt, llm, prompt. Nivel principiante.",L. Chen,19.99,8,en,principiante,8574,2025-04-05,MITx,Artificial Intelligence
C02012,Artificial Intelligence: Ai (2025-04),"Curso de Artificial Intelligence enfocado en generative, ai, chatgpt. Nivel intermedio.",C. Rossi,0,30,pt,principiante,3581,2025-04-07,FutureLearn,Artificial Intelligence
C02013,Artificial Intelligence: Ai (2025-04),"Curso de Artificial Intelligence enfocado en generative, prompt, chatgpt. Nivel intermedio.",N. Müller,0,20,es,principiante,12076,2025-04-23,Coursera,Artificial Intelligence
C02014,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en python, statistics, data. Nivel principiante.",N. Müller,29.99,30,en,avanzado,5741,2025-05-25,MITx,Data Science
C02015,Data Science: Python (2025-05),"Curso de Data Science enfocado en data, analysis, statistics. Nivel intermedio.",L. Chen,0,4,en,principiante,14853,2025-05-06,Udemy,Data Science
C02016,Data Science: Pandas (2025-05),"Curso de Data Science enfocado en pandas, analysis, data. Nivel principiante.",L. Chen,89.99,4,en,principiante,4487,2025-05-23,edX,Data Science
C02017,Data Science: Data (2025-05),"Curso de Data Science enfocado en pandas, analysis, data. Nivel principiante.",A. Pérez,0,4,en,intermedio,11808,2025-05-06,edX,Data Science
C02018,Data Science: Data (2025-05),"Curso de Data Science enfocado en analysis, python, data. Nivel principiante.",N. Müller,89.99,40,en,intermedio,13670,2025-05-09,edX,Data Science
C02019,Data Science: Python (2025-05),"Curso de Data Science enfocado en statistics, pandas, data. Nivel intermedio.",C. Rossi,29.99,4,pt,avanzado,12938,2025-05-27,FutureLearn,Data Science
C02020,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en python, statistics, data. Nivel avanzado.",L. Chen,0,30,pt,intermedio,2574,2025-05-26,FutureLearn,Data Science
C02021,Data Science: Data (2025-05),"Curso de Data Science enfocado en analysis, python, statistics. Nivel principiante.",S. Johnson,89.99,30,en,principiante,13200,2025-05-19,MITx,Data Science
C02022,Data Science: Statistics (2025-05),"Curso de Data Science enfocado en pandas, analysis, statistics. Nivel intermedio.",M. García,29.99,8,en,intermedio,4131,2025-05-21,Udemy,Data Science
C02023,Data Science: Pandas (2025-05),"Curso de Data Science enfocado en python, data, pandas. Nivel principiante.",J. Smith,29.99,4,en,principiante,2003,2025-05-17,edX,Data Science
C02024,Data Science: Python (2025-05),"Curso de Data Science enfocado en data, analysis, statistics. Nivel avanzado.",C. Rossi,49.99,40,en,avanzado,869,2025-05-22,MITx,Data Science
C02025,Data Science: Python (2025-05),"Curso de Data Science enfocado en statistics, analysis, pandas. Nivel principiante.",L. Chen,29.99,30,es,principiante,5825,2025-05-04,Coursera,Data Science
C02026,Data Science: Pandas (2025-05),"Curso de Data Science enfocado en analysis, pandas, python. Nivel avanzado.",S. Johnson,49.99,40,pt,principiante,8143,2025-05-04,FutureLearn,Data Science
C02027,Data Science: Data (2025-05),"Curso de Data Science enfocado en statistics, pandas, analysis. Nivel intermedio.",L. Chen,0,8,en,avanzado,7494,2025-05-06,edX,Data Science
C02028,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en analysis, data, python. Nivel principiante.",C. Rossi,0,8,en,intermedio,11176,2025-05-11,edX,Data Science
C02029,Data Science: Statistics (2025-05),"Curso de Data Science enfocado en data, pandas, analysis. Nivel avanzado.",A. Pérez,49.99,40,en,avanzado,13426,2025-05-07,Udemy,Data Science
C02030,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en analysis, statistics, python. Nivel intermedio.",N. Müller,19.99,30,en,avanzado,9554,2025-05-11,edX,Data Science
C02031,Data Science: Statistics (2025-05),"Curso de Data Science enfocado en python, data, pandas. Nivel intermedio.",C. Rossi,19.99,30,es,avanzado,5773,2025-05-03,Coursera,Data Science
C02032,Data Science: Data (2025-05),"Curso de Data Science enfocado en statistics, pandas, data. Nivel avanzado.",M. García,19.99,20,pt,intermedio,10448,2025-05-22,FutureLearn,Data Science
C02033,Data Science: Pandas (2025-05),"Curso de Data Science enfocado en analysis, statistics, python. Nivel intermedio.",M. García,0,20,en,intermedio,7818,2025-05-11,edX,Data Science
C02034,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en pandas, data, python. Nivel intermedio.",J. Smith,0,20,en,intermedio,8942,2025-05-03,edX,Data Science
C02035,Data Science: Data (2025-05),"Curso de Data Science enfocado en python, analysis, statistics. Nivel avanzado.",M. García,49.99,8,en,avanzado,4733,2025-05-04,edX,Data Science
C02036,Data Science: Statistics (2025-05),"Curso de Data Science enfocado en data, python, statistics. Nivel avanzado.",S. Johnson,19.99,12,es,avanzado,11537,2025-05-19,Coursera,Data Science
C02037,Data Science: Statistics (2025-05),"Curso de Data Science enfocado en data, statistics, analysis. Nivel avanzado.",M. García,0,40,en,intermedio,2873,2025-05-27,MITx,Data Science
C02038,Data Science: Analysis (2025-05),"Curso de Data Science enfocado en data, python, pandas. Nivel intermedio.",J. Smith,89.99,12,pt,avanzado,4296,2025-05-20,FutureLearn,Data Science
C02039,Data Science: Pandas (2025-05),"Curso de Data Science enfocado en analysis, python, statistics. Nivel principiante.",J. Smith,0,8,pt,avanzado,8869,2025-05-25,FutureLearn,Data Science
C02040,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en ai, models, neural. Nivel principiante.",J. Smith,19.99,40,es,principiante,2946,2025-05-28,Coursera,Machine Learning
C02041,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en machine learning, neural, deep. Nivel intermedio.",J. Smith,0,40,en,intermedio,8869,2025-05-05,edX,Machine Learning
C02042,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en ai, deep, models. Nivel intermedio.",A. Pérez,49.99,4,en,avanzado,1847,2025-05-17,MITx,Machine Learning
C02043,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, models. Nivel intermedio.",R. Kumar,19.99,8,en,avanzado,65,2025-05-02,Udemy,Machine Learning
C02044,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en ai, deep, models. Nivel avanzado.",N. Müller,0,8,en,intermedio,8582,2025-05-11,MITx,Machine Learning
C02045,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en neural, deep, ai. Nivel intermedio.",J. Smith,89.99,30,en,intermedio,11915,2025-05-05,MITx,Machine Learning
C02046,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en machine learning, models, neural. Nivel intermedio.",M. García,19.99,8,en,principiante,3217,2025-05-06,edX,Machine Learning
C02047,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en machine learning, neural, ai. Nivel avanzado.",R. Kumar,19.99,30,es,principiante,13089,2025-05-04,Coursera,Machine Learning
C02048,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, deep. Nivel intermedio.",N. Müller,89.99,8,en,intermedio,9685,2025-05-20,Udemy,Machine Learning
C02049,Machine Learning: Neural (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, neural. Nivel principiante.",L. Chen,49.99,4,pt,avanzado,9053,2025-05-01,FutureLearn,Machine Learning
C02050,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en deep, ai, machine learning. Nivel avanzado.",M. García,0,40,es,principiante,1072,2025-05-01,Coursera,Machine Learning
C02051,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en ai, neural, machine learning. Nivel avanzado.",C. Rossi,0,8,en,principiante,113,2025-05-11,Udemy,Machine Learning
C02052,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en neural, models, ai. Nivel principiante.",A. Pérez,19.99,12,es,avanzado,11340,2025-05-06,Coursera,Machine Learning
C02053,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, deep. Nivel intermedio.",C. Rossi,49.99,30,en,avanzado,7131,2025-05-06,MITx,Machine Learning
C02054,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en models, ai, neural. Nivel principiante.",C. Rossi,29.99,40,en,principiante,3564,2025-05-27,MITx,Machine Learning
C02055,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en ai, neural, deep. Nivel principiante.",C. Rossi,29.99,8,en,intermedio,7502,2025-05-04,MITx,Machine Learning
C02056,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en neural, machine learning, deep. Nivel principiante.",L. Chen,29.99,8,en,avanzado,8337,2025-05-26,edX,Machine Learning
C02057,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en ai, models, machine learning. Nivel avanzado.",L. Chen,0,12,en,principiante,7604,2025-05-24,edX,Machine Learning
C02058,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en ai, deep, models. Nivel avanzado.",A. Pérez,89.99,20,pt,intermedio,8127,2025-05-13,FutureLearn,Machine Learning
C02059,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en deep, neural, ai. Nivel principiante.",A. Pérez,89.99,40,es,avanzado,8613,2025-05-04,Coursera,Machine Learning
C02060,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en ai, models, deep. Nivel avanzado.",N. Müller,0,20,en,principiante,7597,2025-05-17,Udemy,Machine Learning
C02061,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en deep, models, neural. Nivel avanzado.",R. Kumar,19.99,12,es,avanzado,8200,2025-05-06,Coursera,Machine Learning
C02062,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en deep, ai, models. Nivel avanzado.",C. Rossi,89.99,30,es,intermedio,12562,2025-05-06,Coursera,Machine Learning
C02063,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en machine learning, models, deep. Nivel intermedio.",L. Chen,19.99,12,pt,avanzado,8360,2025-05-19,FutureLearn,Machine Learning
C02064,Machine Learning: Neural (2025-05),"Curso de Machine Learning enfocado en neural, models, ai. Nivel intermedio.",C. Rossi,0,40,pt,avanzado,197,2025-05-25,FutureLearn,Machine Learning
C02065,Machine Learning: Neural (2025-05),"Curso de Machine Learning enfocado en models, machine learning, ai. Nivel intermedio.",N. Müller,89.99,8,en,avanzado,6800,2025-05-14,MITx,Machine Learning
C02066,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en deep, ai, models. Nivel principiante.",A. Pérez,19.99,30,pt,avanzado,7542,2025-05-10,FutureLearn,Machine Learning
C02067,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en neural, ai, models. Nivel intermedio.",J. Smith,19.99,30,en,principiante,13201,2025-05-20,MITx,Machine Learning
C02068,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en deep, ai, machine learning. Nivel intermedio.",N. Müller,19.99,30,pt,avanzado,5675,2025-05-07,FutureLearn,Machine Learning
C02069,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, models. Nivel intermedio.",A. Pérez,89.99,12,en,intermedio,5227,2025-05-01,MITx,Machine Learning
C02070,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en deep, machine learning, models. Nivel principiante.",J. Smith,0,4,pt,principiante,6578,2025-05-05,FutureLearn,Machine Learning
C02071,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en deep, neural, ai. Nivel avanzado.",A. Pérez,0,4,en,avanzado,2985,2025-05-09,MITx,Machine Learning
C02072,Machine Learning: Neural (2025-05),"Curso de Machine Learning enfocado en ai, machine learning, deep. Nivel principiante.",L. Chen,19.99,40,pt,principiante,5454,2025-05-16,FutureLearn,Machine Learning
C02073,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en ai, models, neural. Nivel avanzado.",N. Müller,89.99,12,en,avanzado,1786,2025-05-18,Udemy,Machine Learning
C02074,Machine Learning: Models (2025-05),"Curso de Machine Learning enfocado en machine learning, models, deep. Nivel intermedio.",A. Pérez,29.99,4,en,principiante,3537,2025-05-02,Udemy,Machine Learning
C02075,Machine Learning: Deep (2025-05),"Curso de Machine Learning enfocado en deep, machine learning, neural. Nivel avanzado.",S. Johnson,89.99,40,en,principiante,333,2025-05-12,Udemy,Machine Learning
C02076,Machine Learning: Machine Learning (2025-05),"Curso de Machine Learning enfocado en ai, neural, deep. Nivel principiante.",N. Müller,19.99,30,en,avanzado,13889,2025-05-10,MITx,Machine Learning
C02077,Machine Learning: Ai (2025-05),"Curso de Machine Learning enfocado en machine learning, deep, neural. Nivel principiante.",J. Smith,29.99,30,en,intermedio,2704,2025-05-14,MITx,Machine Learning
C02078,Web Development: Web (2025-05),"Curso de Web Development enfocado en javascript, frontend, html. Nivel avanzado.",J. Smith,0,4,es,principiante,4496,2025-05-10,Coursera,Web Development
C02079,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en html, web, javascript. Nivel intermedio.",R. Kumar,19.99,40,en,intermedio,6963,2025-05-18,Udemy,Web Development
C02080,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en react, web, javascript. Nivel principiante.",M. García,19.99,4,en,intermedio,14962,2025-05-12,MITx,Web Development
C02081,Web Development: Frontend (2025-05),"Curso de Web Development enfocado en frontend, javascript, html. Nivel intermedio.",M. García,49.99,8,pt,principiante,2096,2025-05-20,FutureLearn,Web Development
C02082,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en javascript, react, html. Nivel principiante.",R. Kumar,19.99,20,es,intermedio,7920,2025-05-13,Coursera,Web Development
C02083,Web Development: React (2025-05),"Curso de Web Development enfocado en react, html, frontend. Nivel principiante.",C. Rossi,49.99,12,en,principiante,1629,2025-05-28,Udemy,Web Development
C02084,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en react, web, javascript. Nivel principiante.",M. García,49.99,12,en,intermedio,11988,2025-05-12,edX,Web Development
C02085,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en html, web, frontend. Nivel avanzado.",L. Chen,0,20,en,principiante,10837,2025-05-06,edX,Web Development
C02086,Web Development: Frontend (2025-05),"Curso de Web Development enfocado en javascript, html, react. Nivel intermedio.",N. Müller,0,8,es,intermedio,12705,2025-05-09,Coursera,Web Development
C02087,Web Development: Html (2025-05),"Curso de Web Development enfocado en javascript, react, frontend. Nivel intermedio.",S. Johnson,89.99,30,pt,intermedio,2851,2025-05-06,FutureLearn,Web Development
C02088,Web Development: React (2025-05),"Curso de Web Development enfocado en javascript, react, web. Nivel avanzado.",S. Johnson,89.99,4,pt,intermedio,1944,2025-05-17,FutureLearn,Web Development
C02089,Web Development: React (2025-05),"Curso de Web Development enfocado en html, web, javascript. Nivel principiante.",A. Pérez,29.99,12,en,principiante,8718,2025-05-28,Udemy,Web Development
C02090,Web Development: React (2025-05),"Curso de Web Development enfocado en html, web, javascript. Nivel intermedio.",N. Müller,19.99,12,es,intermedio,7776,2025-05-08,Coursera,Web Development
C02091,Web Development: Javascript (2025-05),"Curso de Web Development enfocado en react, javascript, frontend. Nivel intermedio.",R. Kumar,89.99,4,en,intermedio,2001,2025-05-12,Udemy,Web Development
C02092,Web Development: Html (2025-05),"Curso de Web Development enfocado en frontend, javascript, html. Nivel intermedio.",L. Chen,19.99,4,pt,intermedio,3840,2025-05-16,FutureLearn,Web Development
C02093,Web Development: Web (2025-05),"Curso de Web Development enfocado en javascript, html, web. Nivel avanzado.",L. Chen,49.99,20,pt,principiante,14367,2025-05-26,FutureLearn,Web Development
C02094,Cybersecurity: Risk (2025-05),"Curso de Cybersecurity enfocado en risk, network, encryption. Nivel principiante.",N. Müller,0,30,en,avanzado,14625,2025-05-06,edX,Cybersecurity
C02095,Cybersecurity: Hacking (2025-05),"Curso de Cybersecurity enfocado en network, encryption, hacking. Nivel intermedio.",L. Chen,0,4,pt,intermedio,13603,2025-05-18,FutureLearn,Cybersecurity
C02096,Cybersecurity: Hacking (2025-05),"Curso de Cybersecurity enfocado en security, hacking, risk. Nivel principiante.",N. Müller,0,40,en,intermedio,6744,2025-05-11,MITx,Cybersecurity
C02097,Cybersecurity: Network (2025-05),"Curso de Cybersecurity enfocado en encryption, security, risk. Nivel avanzado.",J. Smith,19.99,12,en,intermedio,11282,2025-05-16,edX,Cybersecurity
C02098,Cybersecurity: Hacking (2025-05),"Curso de Cybersecurity enfocado en encryption, risk, security. Nivel avanzado.",N. Müller,19.99,20,en,avanzado,6257,2025-05-06,edX,Cybersecurity
C02099,Cybersecurity: Risk (2025-05),"Curso de Cybersecurity enfocado en security, hacking, risk. Nivel principiante.",C. Rossi,29.99,8,pt,avanzado,9955,2025-05-19,FutureLearn,Cybersecurity
C02100,Cybersecurity: Encryption (2025-05),"Curso de Cybersecurity enfocado en hacking, risk, security. Nivel avanzado.",A. Pérez,29.99,40,en,principiante,1887,2025-05-02,Udemy,Cybersecurity
C02101,Cybersecurity: Risk (2025-05),"Curso de Cybersecurity enfocado en hacking, encryption, security. Nivel avanzado.",A. Pérez,49.99,30,pt,principiante,13692,2025-05-22,FutureLearn,Cybersecurity
C02102,Cybersecurity: Security (2025-05),"Curso de Cybersecurity enfocado en security, encryption, hacking. Nivel avanzado.",R. Kumar,0,12,en,principiante,10708,2025-05-10,Udemy,Cybersecurity
C02103,Cybersecurity: Risk (2025-05),"Curso de Cybersecurity enfocado en risk, hacking, encryption. Nivel avanzado.",N. Müller,19.99,30,en,intermedio,7226,2025-05-06,MITx,Cybersecurity
C02104,Cloud Computing: Azure (2025-05),"Curso de Cloud Computing enfocado en containers, azure, devops. Nivel principiante.",J. Smith,29.99,30,en,principiante,2985,2025-05-05,Udemy,Cloud Computing
C02105,Cloud Computing: Containers (2025-05),"Curso de Cloud Computing enfocado en devops, cloud, containers. Nivel intermedio.",L. Chen,29.99,40,es,avanzado,14915,2025-05-28,Coursera,Cloud Computing
C02106,Cloud Computing: Devops (2025-05),"Curso de Cloud Computing enfocado en cloud, azure, devops. Nivel avanzado.",R. Kumar,0,12,en,intermedio,13335,2025-05-04,MITx,Cloud Computing
C02107,Cloud Computing: Devops (2025-05),"Curso de Cloud Computing enfocado en devops, aws, azure. Nivel intermedio.",J. Smith,0,4,en,principiante,11946,2025-05-07,Udemy,Cloud Computing
C02108,Cloud Computing: Containers (2025-05),"Curso de Cloud Computing enfocado en containers, azure, aws. Nivel avanzado.",J. Smith,0,4,es,avanzado,4076,2025-05-20,Coursera,Cloud Computing
C02109,Cloud Computing: Cloud (2025-05),"Curso de Cloud Computing enfocado en azure, containers, devops. Nivel principiante.",A. Pérez,49.99,40,en,avanzado,10809,2025-05-28,MITx,Cloud Computing
C02110,Cloud Computing: Aws (2025-05),"Curso de Cloud Computing enfocado en cloud, devops, aws. Nivel avanzado.",A. Pérez,89.99,12,pt,intermedio,2471,2025-05-18,FutureLearn,Cloud Computing
C02111,Cloud Computing: Containers (2025-05),"Curso de Cloud Computing enfocado en aws, containers, devops. Nivel principiante.",S. Johnson,29.99,40,en,avanzado,8872,2025-05-25,MITx,Cloud Computing
C02112,Cloud Computing: Devops (2025-05),"Curso de Cloud Computing enfocado en cloud, azure, containers. Nivel principiante.",C. Rossi,89.99,4,es,avanzado,12246,2025-05-04,Coursera,Cloud Computing
C02113,Cloud Computing: Aws (2025-05),"Curso de Cloud Computing enfocado en containers, cloud, devops. Nivel principiante.",M. García,49.99,30,es,intermedio,5086,2025-05-05,Coursera,Cloud Computing
C02114,Cloud Computing: Cloud (2025-05),"Curso de Cloud Computing enfocado en aws, devops, cloud. Nivel avanzado.",A. Pérez,19.99,40,en,avanzado,5425,2025-05-27,Udemy,Cloud Computing
C02115,Cloud Computing: Containers (2025-05),"Curso de Cloud Computing enfocado en cloud, containers, aws. Nivel intermedio.",A. Pérez,0,8,pt,intermedio,3526,2025-05-23,FutureLearn,Cloud Computing
C02116,Cloud Computing: Devops (2025-05),"Curso de Cloud Computing enfocado en cloud, azure, devops. Nivel avanzado.",N. Müller,0,8,en,intermedio,12461,2025-05-13,MITx,Cloud Computing
C02117,Cloud Computing: Cloud (2025-05),"Curso de Cloud Computing enfocado en aws, azure, devops. Nivel avanzado.",C. Rossi,29.99,30,en,principiante,3474,2025-05-12,edX,Cloud Computing
C02118,Business & Marketing: Business (2025-05),"Curso de Business & Marketing enfocado en management, sales, marketing. Nivel principiante.",S. Johnson,0,40,pt,intermedio,7428,2025-05-22,FutureLearn,Business & Marketing
C02119,Business & Marketing: Management (2025-05),"Curso de Business & Marketing enfocado en strategy, sales, business. Nivel avanzado.",N. Müller,0,30,en,principiante,5900,2025-05-12,edX,Business & Marketing
C02120,Business & Marketing: Strategy (2025-05),"Curso de Business & Marketing enfocado en management, marketing, strategy. Nivel avanzado.",A. Pérez,0,40,es,principiante,13785,2025-05-17,Coursera,Business & Marketing
C02121,Business & Marketing: Strategy (2025-05),"Curso de Business & Marketing enfocado en marketing, strategy, business. Nivel principiante.",C. Rossi,29.99,40,en,intermedio,6765,2025-05-01,edX,Business & Marketing
C02122,Business & Marketing: Management (2025-05),"Curso de Business & Marketing enfocado en marketing, business, sales. Nivel intermedio.",R. Kumar,0,4,en,avanzado,11239,2025-05-14,Udemy,Business & Marketing
C02123,Business & Marketing: Business (2025-05),"Curso de Business & Marketing enfocado en sales, strategy, marketing. Nivel avanzado.",L. Chen,0,12,es,avanzado,14340,2025-05-27,Coursera,Business & Marketing
C02124,Business & Marketing: Management (2025-05),"Curso de Business & Marketing enfocado en business, management, sales. Nivel principiante.",L. Chen,29.99,40,en,avanzado,9009,2025-05-01,Udemy,Business & Marketing
C02125,Design & UX: Ui (2025-05),"Curso de Design & UX enfocado en ux, figma, prototyping. Nivel principiante.",C. Rossi,0,8,en,avanzado,14342,2025-05-04,edX,Design & UX
C02126,Design & UX: Ui (2025-05),"Curso de Design & UX enfocado en ui, figma, design. Nivel avanzado.",L. Chen,89.99,30,en,intermedio,13062,2025-05-07,Udemy,Design & UX
C02127,Design & UX: Figma (2025-05),"Curso de Design & UX enfocado en prototyping, design, ux. Nivel intermedio.",C. Rossi,49.99,12,es,avanzado,12439,2025-05-28,Coursera,Design & UX
C02128,Design & UX: Design (2025-05),"Curso de Design & UX enfocado en prototyping, ux, design. Nivel avanzado.",R. Kumar,89.99,30,pt,avanzado,7493,2025-05-25,FutureLearn,Design & UX
C02129,Design & UX: Ui (2025-05),"Curso de Design & UX enfocado en design, ux, figma. Nivel avanzado.",N. Müller,19.99,8,en,intermedio,2069,2025-05-15,Udemy,Design & UX
C02130,Artificial Intelligence: Chatgpt (2025-05),"Curso de Artificial Intelligence enfocado en prompt, ai, chatgpt. Nivel intermedio.",R. Kumar,0,40,en,principiante,3377,2025-05-10,edX,Artificial Intelligence
C02131,Artificial Intelligence: Prompt (2025-05),"Curso de Artificial Intelligence enfocado en prompt, ai, llm. Nivel intermedio.",L. Chen,49.99,30,en,intermedio,7311,2025-05-21,edX,Artificial Intelligence
C02132,Artificial Intelligence: Generative (2025-05),"Curso de Artificial Intelligence enfocado en generative, prompt, chatgpt. Nivel intermedio.",N. Müller,49.99,20,en,principiante,13638,2025-05-09,Udemy,Artificial Intelligence
C02133,Artificial Intelligence: Ai (2025-05),"Curso de Artificial Intelligence enfocado en prompt, ai, llm. Nivel principiante.",S. Johnson,0,8,es,avanzado,13581,2025-05-21,Coursera,Artificial Intelligence
C02134,Artificial Intelligence: Generative (2025-05),"Curso de Artificial Intelligence enfocado en prompt, generative, chatgpt. Nivel principiante.",S. Johnson,0,12,en,principiante,697,2025-05-09,MITx,Artificial Intelligence
C02135,Artificial Intelligence: Generative (2025-05),"Curso de Artificial Intelligence enfocado en generative, ai, llm. Nivel principiante.",S. Johnson,89.99,20,es,intermedio,2244,2025-05-01,Coursera,Artificial Intelligence
